,GAME_ID,TEAM_ID,TEAM_ABBREVIATION,PLAYER_ID,PLAYER_NAME,MIN,FGM,FGA,FG3M,FG3A,FTM,FTA,PF,PTS,STL,BLK,TO,BLKA,PFD,POSS,SCREEN_ASSISTS,DEFLECTIONS,CHARGES_DRAWN,CONTESTED_SHOTS_2PT,CONTESTED_SHOTS_3PT,OFF_BOXOUTS,DEF_BOXOUTS,OFF_LOOSE_BALLS_RECOVERED,DEF_LOOSE_BALLS_RECOVERED,D_FGM,D_FGA,DRIVES,DIST_MILES_OFF,DIST_MILES_DEF,TOUCHES,PASSES_MADE,PASSES_RECEIVED,SECONDARY_AST,POTENTIAL_AST,OREB_CONTEST,OREB_CHANCES,DREB_CONTEST,DREB_CHANCES
0,99999999,1610612738,BOS,999999,Jackson Lautier,37:48:00,7.0,20.0,2.0,8.0,3.0,5.0,2.0,19.0,3.0,0.0,2.0,4.0,4.0,72,0.0,2.0,0.0,0.0,4.0,0.0,0.0,2.0,0.0,3.0,7.0,10.0,1.4,1.0,73.0,48.0,52.0,2.0,14.0,0.0,9.0,0.0,6.0
0,0022200240,1610612752,NYK,1629628,RJ Barrett,26.000000:51,3.0,11.0,1.0,3.0,5.0,6.0,2.0,12.0,0.0,0.0,1.0,2.0,5.0,54,1.0,2.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,6.0,8.0,13.0,1.1,0.9,38.0,19.0,28.0,0.0,0.0,2.0,3.0,0.0,5.0
1,0022200240,1610612752,NYK,203944,Julius Randle,26.000000:33,4.0,11.0,1.0,4.0,0.0,0.0,1.0,9.0,1.0,0.0,3.0,0.0,1.0,54,0.0,1.0,0.0,2.0,3.0,0.0,3.0,1.0,0.0,1.0,7.0,4.0,1.1,0.8,46.0,32.0,34.0,1.0,2.0,0.0,3.0,3.0,8.0
2,0022200240,1610612752,NYK,1628392,Isaiah Hartenstein,15.000000:22,2.0,5.0,0.0,0.0,3.0,3.0,2.0,7.0,1.0,1.0,1.0,2.0,2.0,33,0.0,1.0,0.0,6.0,1.0,0.0,0.0,0.0,0.0,5.0,11.0,1.0,0.6,0.6,36.0,30.0,20.0,0.0,5.0,0.0,6.0,1.0,8.0
3,0022200240,1610612752,NYK,1629656,Quentin Grimes,32.000000:11,4.0,10.0,1.0,5.0,1.0,2.0,2.0,10.0,0.0,1.0,1.0,1.0,2.0,65,0.0,1.0,0.0,6.0,1.0,0.0,1.0,0.0,0.0,5.0,15.0,5.0,1.3,1.1,42.0,30.0,28.0,0.0,10.0,0.0,2.0,2.0,7.0
4,0022200240,1610612752,NYK,1628973,Jalen Brunson,29.000000:17,11.0,21.0,2.0,4.0,3.0,4.0,1.0,27.0,0.0,1.0,1.0,1.0,4.0,61,1.0,1.0,0.0,1.0,6.0,0.0,1.0,1.0,0.0,7.0,12.0,20.0,1.3,1.0,82.0,56.0,72.0,2.0,8.0,0.0,2.0,0.0,3.0
5,0022200240,1610612752,NYK,1629011,Mitchell Robinson,16.000000:38,1.0,2.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,2.0,0.0,1.0,0.0,34,2.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,4.0,7.0,0.0,0.7,0.5,19.0,17.0,8.0,0.0,0.0,0.0,5.0,1.0,6.0
6,0022200240,1610612752,NYK,201565,Derrick Rose,7.000000:51,3.0,5.0,1.0,2.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,1.0,0.0,15,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,4.0,0.3,0.3,16.0,10.0,12.0,0.0,1.0,0.0,2.0,0.0,2.0
7,0022200240,1610612752,NYK,1630193,Immanuel Quickley,28.000000:00,1.0,6.0,0.0,2.0,4.0,4.0,0.0,6.0,0.0,1.0,2.0,0.0,2.0,55,0.0,1.0,0.0,5.0,2.0,0.0,0.0,0.0,0.0,4.0,12.0,7.0,1.1,1.0,38.0,27.0,35.0,1.0,4.0,0.0,0.0,0.0,6.0
8,0022200240,1610612752,NYK,1630167,Obi Toppin,16.000000:21,0.0,4.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,31,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,3.0,6.0,1.0,0.7,0.6,28.0,24.0,11.0,0.0,2.0,0.0,0.0,1.0,5.0
